frame,timestamp,track_id,class_id,class_name,confidence,bbox_x1,bbox_y1,bbox_x2,bbox_y2,center_x,center_y,velocity_x,velocity_y,speed,acceleration_y
167,5.567,36,28,box,0.427,778.6,548.1,855.9,655.0,817.3,601.6,-1.94,-0.06,1.94,-0.06
168,5.6,17,0,person,0.87,729.9,289.5,864.8,527.3,797.4,408.4,0.23,0.92,0.95,1.03
168,5.6,30,0,person,0.616,902.4,192.7,989.1,357.8,945.7,275.2,2.19,0.92,2.38,-0.04
168,5.6,36,28,box,0.311,777.4,548.6,855.9,656.3,816.7,602.4,-0.59,0.83,1.02,0.89
169,5.633,17,0,person,0.872,731.5,290.7,864.4,527.4,797.9,409.1,0.6,0.67,0.89,-0.25
169,5.633,30,0,person,0.569,904.5,192.9,990.8,359.0,947.6,275.9,1.89,0.71,2.01,-0.21
170,5.667,17,0,person,0.875,733.3,290.2,865.3,527.3,799.3,408.8,1.38,-0.3,1.41,-0.97
170,5.667,30,0,person,0.653,906.3,192.6,992.1,359.6,949.2,276.1,1.57,0.16,1.58,-0.54
171,5.7,17,0,person,0.869,735.0,289.2,866.1,526.3,800.5,407.8,1.21,-1.01,1.57,-0.71
171,5.7,30,0,person,0.626,906.4,191.8,992.7,361.0,949.5,276.4,0.36,0.32,0.49,0.16
172,5.733,17,0,person,0.872,736.1,287.4,866.6,524.5,801.4,406.0,0.83,-1.78,1.96,-0.77
172,5.733,30,0,person,0.611,907.6,190.8,993.0,359.4,950.3,275.1,0.75,-1.33,1.52,-1.65
173,5.767,17,0,person,0.863,736.8,285.4,866.8,522.6,801.8,404.0,0.45,-2.01,2.06,-0.23
173,5.767,30,0,person,0.579,908.5,189.4,993.3,358.1,950.9,273.7,0.6,-1.37,1.5,-0.05
174,5.8,17,0,person,0.857,738.0,283.4,867.5,521.0,802.7,402.2,0.92,-1.77,1.99,0.24
174,5.8,30,0,person,0.6,909.9,187.6,993.9,356.1,951.9,271.9,1.0,-1.86,2.11,-0.48
175,5.833,17,0,person,0.844,739.4,281.7,868.4,520.0,803.9,400.9,1.16,-1.35,1.78,0.41
175,5.833,30,0,person,0.594,910.9,185.8,993.7,353.3,952.3,269.6,0.4,-2.31,2.35,-0.46
176,5.867,17,0,person,0.836,741.6,279.7,869.8,517.9,805.7,398.8,1.78,-2.06,2.72,-0.7
176,5.867,30,0,person,0.619,911.7,184.3,992.5,350.2,952.1,267.3,-0.17,-2.3,2.3,0.02
177,5.9,17,0,person,0.829,742.5,277.6,870.1,516.0,806.3,396.8,0.63,-1.96,2.06,0.09
177,5.9,30,0,person,0.428,912.2,182.6,992.9,350.2,952.5,266.4,0.43,-0.83,0.94,1.46
178,5.933,17,0,person,0.834,742.1,276.7,869.2,515.2,805.7,395.9,-0.65,-0.91,1.12,1.06
178,5.933,30,0,person,0.595,912.4,181.9,992.8,350.8,952.6,266.4,0.05,-0.05,0.07,0.79
179,5.967,17,0,person,0.838,741.2,276.6,867.9,514.9,804.5,395.7,-1.12,-0.21,1.14,0.7
179,5.967,30,0,person,0.563,912.0,182.7,991.2,350.5,951.6,266.6,-0.98,0.23,1.01,0.28
180,6.0,17,0,person,0.848,741.1,277.0,866.9,513.8,804.0,395.4,-0.52,-0.32,0.61,-0.11
180,6.0,30,0,person,0.604,911.6,183.2,990.5,351.4,951.1,267.3,-0.54,0.7,0.88,0.46
181,6.033,17,0,person,0.834,742.3,277.4,868.0,513.6,805.1,395.5,1.12,0.11,1.13,0.44
181,6.033,30,0,person,0.601,911.4,183.4,990.4,352.6,950.9,268.0,-0.16,0.69,0.71,-0.0
182,6.067,17,0,person,0.832,742.9,276.9,868.8,514.0,805.9,395.4,0.76,-0.07,0.76,-0.19
182,6.067,30,0,person,0.589,910.7,185.1,989.8,354.7,950.2,269.9,-0.68,1.87,1.99,1.17
183,6.1,17,0,person,0.836,743.4,278.5,869.5,516.7,806.5,397.6,0.58,2.19,2.27,2.26
183,6.1,30,0,person,0.494,909.1,187.7,988.6,357.9,948.9,272.8,-1.36,2.96,3.26,1.09
184,6.133,17,0,person,0.835,745.5,280.3,870.2,516.4,807.9,398.3,1.41,0.71,1.58,-1.48
184,6.133,30,0,person,0.478,909.5,190.4,988.9,360.0,949.2,275.2,0.32,2.38,2.4,-0.57
185,6.167,17,0,person,0.547,754.0,282.6,859.2,475.1,806.6,378.8,-1.3,-19.51,19.55,-20.22
185,6.167,30,0,person,0.518,907.0,194.0,986.6,362.7,946.8,278.4,-2.38,3.16,3.96,0.78
