frame,timestamp,track_id,class_id,class_name,confidence,bbox_x1,bbox_y1,bbox_x2,bbox_y2,center_x,center_y,velocity_x,velocity_y,speed,acceleration_y
146,4.867,37,73,book,0.334,202.7,160.3,575.4,258.9,389.1,209.6,7.48,-0.8,7.53,-0.36
148,4.933,37,73,book,0.355,230.2,169.1,582.1,260.8,406.1,214.9,8.54,2.67,8.95,1.74
149,4.967,37,73,book,0.331,230.4,170.6,586.6,262.9,408.5,216.7,2.38,1.79,2.98,-0.88
151,5.033,37,73,book,0.332,244.1,172.0,606.1,264.4,425.1,218.2,8.29,0.71,8.32,-0.54
155,5.167,9004,73,book,0.408,125.0,114.5,523.1,249.6,324.1,182.1,0.0,0.0,0.0,0.0
156,5.2,43,73,book,0.421,126.3,114.3,519.8,247.7,323.1,181.0,0.0,0.0,0.0,0.0
157,5.233,43,73,book,0.332,125.3,113.3,521.6,247.6,323.4,180.4,0.39,-0.55,0.67,-0.55
160,5.333,21,0,person,0.302,695.8,118.5,778.7,264.2,737.3,191.3,0.53,-0.05,0.53,0.02
164,5.467,37,73,book,0.3,249.6,173.4,622.5,265.6,436.0,219.5,0.84,0.1,0.85,-0.05
165,5.5,37,73,book,0.313,222.5,171.9,591.8,262.8,407.1,217.3,-28.88,-2.17,28.96,-2.27
166,5.533,9005,73,book,0.343,180.7,135.5,505.7,202.1,343.2,168.8,0.0,0.0,0.0,0.0
167,5.567,9006,73,book,0.316,163.5,134.8,505.2,205.9,334.4,170.3,0.0,0.0,0.0,0.0
169,5.633,21,0,person,0.36,680.9,123.4,765.3,274.1,723.1,198.7,-1.58,0.82,1.78,0.1
170,5.667,21,0,person,0.558,679.8,127.0,762.7,277.8,721.2,202.4,-1.85,3.67,4.11,2.84
171,5.7,21,0,person,0.378,677.7,130.6,759.2,279.9,718.5,205.2,-2.76,2.83,3.95,-0.84
172,5.733,21,0,person,0.396,678.9,134.7,758.7,282.7,718.8,208.7,0.3,3.44,3.45,0.61
173,5.767,21,0,person,0.389,679.9,138.4,758.3,284.5,719.1,211.4,0.28,2.76,2.77,-0.68
175,5.833,21,0,person,0.473,678.7,143.6,756.8,289.6,717.7,216.6,-0.67,2.57,2.65,-0.1
177,5.9,37,73,book,0.362,121.7,150.8,533.3,257.3,327.5,204.1,-6.64,-1.1,6.73,0.09
179,5.967,21,0,person,0.334,686.0,141.2,765.5,288.6,725.8,214.9,2.02,-0.42,2.06,-0.75
180,6.0,21,0,person,0.427,686.5,143.1,766.4,291.3,726.4,217.2,0.64,2.36,2.45,2.78
180,6.0,37,73,book,0.353,167.0,153.3,500.8,238.2,333.9,195.8,2.15,-2.76,3.5,-0.55
181,6.033,21,0,person,0.374,686.2,148.8,765.7,296.0,725.9,222.4,-0.49,5.13,5.15,2.77
181,6.033,37,73,book,0.369,163.1,158.8,496.6,242.7,329.8,200.8,-4.11,4.97,6.45,7.73
