frame,timestamp,track_id,class_id,class_name,confidence,bbox_x1,bbox_y1,bbox_x2,bbox_y2,center_x,center_y,velocity_x,velocity_y,speed,acceleration_y
53,1.767,1,0,person,0.564,646.9,120.3,847.6,623.6,747.2,371.9,2.26,-0.81,2.4,0.21
53,1.767,48,0,person,0.435,395.2,185.9,639.6,654.8,517.4,420.4,0.0,0.0,0.0,0.0
54,1.8,1,0,person,0.514,652.2,124.5,853.5,624.1,752.9,374.3,5.61,2.34,6.08,3.15
54,1.8,48,0,person,0.462,407.2,191.4,647.2,652.9,527.2,422.1,9.82,1.76,9.98,1.76
54,1.8,33,0,person,0.443,208.5,250.2,357.9,571.8,283.2,411.0,10.49,8.47,13.48,13.8
55,1.833,1,0,person,0.458,658.7,127.6,861.9,625.2,760.3,376.4,7.42,2.13,7.72,-0.21
55,1.833,33,0,person,0.437,208.0,203.7,372.7,567.5,290.3,385.6,7.15,-25.32,26.31,-33.79
56,1.867,1,0,person,0.4,663.8,130.6,870.4,630.0,767.1,380.3,6.81,3.9,7.84,1.77
56,1.867,48,0,person,0.331,425.9,171.7,673.1,649.3,549.5,410.5,11.14,-5.84,12.58,-3.8
57,1.9,1,0,person,0.42,664.2,135.7,833.6,545.0,748.9,340.3,-18.14,-39.97,43.9,-43.87
57,1.9,48,0,person,0.408,458.4,290.2,644.4,646.1,551.4,468.1,1.88,57.64,57.67,63.48
57,1.9,33,0,person,0.409,240.9,244.0,386.2,563.9,313.5,404.0,11.6,9.16,14.78,17.24
58,1.933,1,0,person,0.542,674.2,129.4,869.3,594.3,771.8,361.8,22.81,21.53,31.37,61.5
58,1.933,48,0,person,0.364,480.8,330.4,644.9,641.0,562.9,485.7,11.48,17.62,21.03,-40.02
59,1.967,1,0,person,0.545,682.1,126.9,887.2,609.9,784.7,368.4,12.94,6.54,14.49,-14.99
60,2.0,1,0,person,0.528,689.2,130.1,892.9,601.3,791.0,365.7,6.36,-2.68,6.9,-9.22
61,2.033,1,0,person,0.571,688.7,136.0,897.7,613.2,793.2,374.6,2.16,8.85,9.11,11.53
62,2.067,1,0,person,0.488,684.5,142.5,896.3,618.8,790.4,380.7,-2.81,6.12,6.74,-2.73
63,2.1,1,0,person,0.451,679.2,151.4,890.9,620.1,785.0,385.7,-5.36,5.05,7.36,-1.08
64,2.133,9000,0,person,0.306,276.2,214.1,409.5,573.9,342.9,394.0,0.0,0.0,0.0,0.0
66,2.2,9001,0,person,0.378,252.0,224.1,392.6,581.0,322.3,402.6,0.0,0.0,0.0,0.0
66,2.2,9002,0,person,0.318,499.9,402.3,741.7,656.5,620.8,529.4,0.0,0.0,0.0,0.0
67,2.233,53,0,person,0.38,244.0,218.7,387.2,582.5,315.6,400.6,0.0,0.0,0.0,0.0
68,2.267,9003,0,person,0.382,635.8,244.8,756.4,525.3,696.1,385.0,0.0,0.0,0.0,0.0
69,2.3,9004,0,person,0.422,576.6,259.3,780.1,642.1,678.3,450.7,0.0,0.0,0.0,0.0
70,2.333,9005,0,person,0.41,464.9,205.8,609.7,414.3,537.3,310.0,0.0,0.0,0.0,0.0
70,2.333,9006,0,person,0.336,564.3,225.4,784.2,643.6,674.2,434.5,0.0,0.0,0.0,0.0
71,2.367,9007,0,person,0.369,543.6,229.1,764.3,651.5,653.9,440.3,0.0,0.0,0.0,0.0
72,2.4,9008,0,person,0.347,638.8,235.2,756.5,493.7,697.7,364.4,0.0,0.0,0.0,0.0
73,2.433,9009,0,person,0.63,572.0,447.5,738.3,644.2,655.2,545.8,0.0,0.0,0.0,0.0
74,2.467,9010,0,person,0.464,594.6,156.4,806.3,632.9,700.4,394.7,0.0,0.0,0.0,0.0
74,2.467,9011,0,person,0.356,586.9,441.2,759.7,636.5,673.3,538.9,0.0,0.0,0.0,0.0
75,2.5,62,0,person,0.481,606.0,151.9,815.0,622.6,710.5,387.2,0.0,0.0,0.0,0.0
75,2.5,63,0,person,0.468,593.9,436.7,765.7,630.9,679.8,533.8,0.0,0.0,0.0,0.0
76,2.533,62,0,person,0.511,641.9,148.1,805.8,516.5,723.9,332.3,13.36,-54.92,56.52,-54.92
76,2.533,63,0,person,0.513,613.3,439.1,777.5,624.5,695.4,531.8,15.59,-1.96,15.71,-1.96
77,2.567,62,0,person,0.711,620.6,142.6,822.6,597.9,721.6,370.2,-2.27,37.93,37.99,92.85
78,2.6,62,0,person,0.499,620.5,143.1,827.4,611.6,724.0,377.3,2.35,7.09,7.47,-30.84
78,2.6,63,0,person,0.302,632.3,433.0,795.2,616.8,713.8,524.9,9.18,-3.47,9.81,-0.76
79,2.633,62,0,person,0.427,629.5,141.5,835.1,610.3,732.3,375.9,8.34,-1.43,8.46,-8.52
80,2.667,62,0,person,0.451,645.3,139.7,839.8,586.3,742.6,363.0,10.28,-12.92,16.51,-11.49
